gid,assignee_gid,assignee_resource_type,assignee_status,completed,completed_at,created_at,due_at,due_on,hearted,modified_at,name,notes,num_hearts,parent,workspace_gid,workspace_resource_type,project_id,assignee,parent_gid,parent_resource_type,_BATCH_ID_,_BATCH_LAST_RUN_
1211525969725636,1207957399163090,user,inbox,true,2025-10-13 15:47:45,2025-10-01 13:50:36,,2025-10-03,false,2025-10-13 15:47:46,XS Insurance,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1211525969725630,1207957394937659,user,inbox,true,2025-10-13 15:47:56,2025-10-01 13:49:28,,2025-10-07,false,2025-10-13 15:47:57,HoldCo Operating Agreement,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1211525969725621,1207957394937659,user,inbox,true,2025-10-14 14:54:26,2025-10-01 13:47:18,,2025-10-08,false,2025-10-14 14:54:26,Finalize JV Agreement,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545918239,1209371954135547,user,inbox,true,2025-12-11 16:25:11,2025-07-10 09:26:55,,2025-12-11,false,2025-12-11 16:25:12,Setup Project in IMS,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764546977713,1209371954135547,user,inbox,true,2025-11-26 15:27:28,2025-07-10 09:27:10,,2025-11-26,false,2025-11-26 15:27:29,Create Stabilized Model,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545918247,1209371954135547,user,inbox,true,2025-11-26 15:49:58,2025-07-10 09:26:55,,2025-11-26,false,2025-11-26 15:49:59,Update Portfolio Dashboard,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764539277147,1207957399163090,user,inbox,false,,2025-07-10 09:26:54,,2025-12-26,false,2025-12-26 00:01:37,Bind Builders Risk Insurance,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764539277157,1207957399163090,user,inbox,false,,2025-07-10 09:26:54,,2025-12-26,false,2025-12-26 00:01:37,Upload Building Permits,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1212154370368458,1207957399163090,user,inbox,false,,2025-11-25 13:52:04,,2026-01-15,false,2025-11-25 13:52:39,Start Owners Books,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545991643,1208562500231177,user,inbox,true,2025-11-17 10:17:44,2025-07-10 09:26:56,,2025-10-28,false,2025-11-17 10:17:45,Send Developer Fee to Stoa Group,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545991654,1209371954135547,user,inbox,true,2025-11-05 16:04:40,2025-07-10 09:26:57,,2025-11-07,false,2025-11-05 16:04:41,Create Developer Fee Invoice,sometimes paid at closing ,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545991662,1209371954135547,user,inbox,true,2025-11-07 09:38:32,2025-07-10 09:26:57,,2025-11-07,false,2025-11-07 09:38:33,Receive Closing Fee Invoice,make sure closing fee is accounted for and an invoice exists ,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764545918262,1208562500231177,user,inbox,true,2025-11-17 10:17:50,2025-07-10 09:26:56,,2025-10-29,false,2025-11-17 10:17:51,Send Closing Fee to Preferred Equity,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210764563150607,1207708126459024,user,inbox,true,2025-10-27 14:54:50,2025-07-10 09:26:59,,2025-10-13,false,2025-10-27 14:54:50,Save all Executed Closing Docs,,0,,543185907056595,workspace,1210752841959547,,,,112.0,2026-01-06 09:59:56
1210930785704439,,,inbox,true,2025-08-06 09:44:16,2025-07-30 13:03:15,,,false,2025-09-29 09:01:44,Gather data from departments,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210986605424182,,,upcoming,true,2025-08-06 10:36:14,2025-08-06 08:43:43,,2025-08-03,false,2025-09-12 19:35:31,another task,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210986605424185,,,upcoming,true,2025-08-06 10:36:14,2025-08-06 08:43:49,,2025-08-14,false,2025-09-12 19:35:31,task #3,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987096126380,,,upcoming,true,2025-08-06 10:36:14,2025-08-06 08:48:32,,2025-08-27,false,2025-08-06 10:36:15,site walk,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210986888835757,,,inbox,true,2025-08-06 10:36:15,2025-08-06 09:12:16,,2025-08-14,false,2025-08-06 10:36:15,*Test rule,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210986813398962,,,inbox,true,2025-08-06 10:36:15,2025-08-06 09:14:32,,2025-08-08,false,2025-08-06 10:36:16,Substantial Completion Change,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210986603740978,,,inbox,true,2025-08-06 10:36:15,2025-08-06 08:41:18,,2025-08-10,false,2025-09-12 19:35:32,Check out Wayne's Teaching,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210988034415128,,,inbox,true,2025-08-06 10:36:17,2025-08-06 09:37:01,,2025-07-07,false,2025-08-06 10:36:17,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987959835904,,,inbox,true,2025-08-06 10:36:21,2025-08-06 09:36:56,,2025-07-07,false,2025-08-06 10:36:22,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987933638562,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:35:45,,2025-07-07,false,2025-08-06 10:36:22,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210988026426503,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:35:43,,2025-07-07,false,2025-08-06 10:36:22,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987947715037,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:35:35,,2025-07-07,false,2025-08-06 10:36:22,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987719300493,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:16:31,,2025-07-07,false,2025-08-06 10:36:23,Closing Date,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987712017135,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:14:03,,2025-08-08,false,2025-08-06 10:36:23,check work ,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210979747190569,,,inbox,true,2025-08-06 10:36:22,2025-08-06 09:13:46,,2025-08-12,false,2025-08-06 10:36:23,training ,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987097279951,,,inbox,true,2025-08-06 09:15:49,2025-08-06 09:13:26,,2025-08-07,false,2025-08-06 09:34:47,check inventory,,0,,543185907056595,workspace,1210930783593056,,,,112.0,2026-01-06 09:59:56
1210987380670012,,,upcoming,false,,2025-08-06 08:55:50,,,false,2025-08-06 08:55:50,"wayne, Eh, OK.","Name:
wayne

Email:
connect@waynehedlund.com

Department:
Executive

How did we do?:
Eh, OK.

What did we do the best?:
training.

———————————————
This task was submitted through We want feedback!
https://form.asana.com/?k=9dHC4r7LgcL-jQ_pwe3DbA&d=543185907056595",0,,543185907056595,workspace,1210930783593059,,,,112.0,2026-01-06 09:59:56
1210930785704439,,,inbox,true,2025-08-06 09:44:16,2025-07-30 13:03:15,,,false,2025-09-29 09:01:44,Gather data from departments,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210930785704441,,,inbox,true,2025-08-06 09:44:16,2025-07-30 13:03:16,,2025-08-14,false,2025-08-06 09:44:17,Draft initial version,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210930785704443,,,upcoming,true,2025-08-06 09:44:16,2025-07-30 13:03:16,,2025-08-17,false,2025-08-06 09:44:17,Review with leadership,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210930785704445,,,upcoming,true,2025-08-06 09:44:16,2025-07-30 13:03:16,,2025-08-19,false,2025-08-06 09:44:17,Finalize and submit report,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210987097279954,,,inbox,true,2025-08-06 10:04:42,2025-08-06 09:34:50,,2025-08-20,false,2025-08-06 10:04:43,recieve feedback on report,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210986605424311,,,upcoming,false,,2025-08-06 10:08:17,,2025-08-08,false,2025-08-06 10:09:32,Launch Backyard Rocket,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210986605424308,,,upcoming,false,,2025-08-06 10:08:14,,2025-08-15,false,2025-08-06 10:09:28,Launch Backyard Rocket,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210986605424305,,,upcoming,false,,2025-08-06 10:08:11,,2025-08-22,false,2025-08-06 10:09:39,Launch Backyard Rocket,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210986605424302,,,upcoming,false,,2025-08-06 10:08:09,,2025-08-29,false,2025-08-06 10:08:55,Launch Backyard Rocket,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210930785704454,,,upcoming,true,2025-08-06 10:06:43,2025-07-30 13:04:45,,2025-08-17,false,2025-08-06 10:06:43,[Converted to template] Launch Backyard Rocket,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210930785704448,,,upcoming,true,2025-08-06 10:05:50,2025-07-30 13:04:26,,2025-08-15,false,2025-08-06 10:05:50,Deliver Team Presentation,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210980445780140,,,upcoming,true,2025-08-06 10:04:48,2025-08-06 09:35:06,,2025-08-06,false,2025-08-06 10:04:48,Sent POI email,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210980445780142,,,upcoming,true,2025-08-06 10:04:48,2025-08-06 09:35:15,,2025-08-06,false,2025-08-06 10:04:49,Send Rental Verification,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210980445780144,,,upcoming,true,2025-08-06 10:04:48,2025-08-06 09:35:27,,2025-08-06,false,2025-08-06 10:04:49,Screen Applicant,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210980445780146,,,upcoming,true,2025-08-06 10:04:48,2025-08-06 09:35:40,,2025-08-08,false,2025-08-06 10:04:49,Send override if needed,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210980445780158,,,upcoming,true,2025-08-06 10:04:48,2025-08-06 09:37:28,,2025-08-08,false,2025-08-06 10:04:49,Approval or Denial,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210975803005137,,,upcoming,true,2025-08-06 10:04:51,2025-08-06 09:35:04,,2025-08-13,false,2025-08-06 10:04:51,BD 1,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210975803005139,,,upcoming,true,2025-08-06 10:04:51,2025-08-06 09:35:08,,2025-08-21,false,2025-08-06 10:04:52,BD 2,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210975803005141,,,upcoming,true,2025-08-06 10:04:51,2025-08-06 09:35:11,,2025-08-29,false,2025-08-06 10:04:52,BD 3,,0,,543185907056595,workspace,1210930785704435,,,,112.0,2026-01-06 09:59:56
1210988422940933,,,upcoming,false,,2025-08-06 10:05:58,,2025-08-06,false,2025-08-06 10:06:00,Add Drawings to Procore,,0,,543185907056595,workspace,1210986813980297,,,,112.0,2026-01-06 09:59:56
1210988422940938,,,upcoming,false,,2025-08-06 10:05:58,,2025-08-15,false,2025-08-06 10:06:00,Look through drawings,,0,,543185907056595,workspace,1210986813980297,,,,112.0,2026-01-06 09:59:56
1210988422940943,,,upcoming,false,,2025-08-06 10:05:58,,2025-08-27,false,2025-08-06 10:06:00,Create Schedule,,0,,543185907056595,workspace,1210986813980297,,,,112.0,2026-01-06 09:59:56
1210988422940948,,,upcoming,false,,2025-08-06 10:05:58,,2025-09-03,false,2025-08-06 10:06:00,Project Manager Review,,0,,543185907056595,workspace,1210986813980297,,,,112.0,2026-01-06 09:59:56
1210988422940953,,,upcoming,false,,2025-08-06 10:05:59,,2025-09-10,false,2025-08-06 10:06:00,Add to Procore,,0,,543185907056595,workspace,1210986813980297,,,,112.0,2026-01-06 09:59:56
1210988191612538,,,upcoming,true,2025-08-06 10:34:00,2025-08-06 10:01:42,,,false,2025-08-06 10:34:00,Kick-off Meeting,,0,,543185907056595,workspace,1210986888839907,,,,112.0,2026-01-06 09:59:56
1210988192917543,,,upcoming,true,2025-08-06 10:34:00,2025-08-06 10:01:42,,,false,2025-08-06 10:34:00,Site Start Meeting,,0,,543185907056595,workspace,1210986888839907,,,,112.0,2026-01-06 09:59:56
1210988192917548,,,upcoming,true,2025-08-06 10:34:00,2025-08-06 10:01:42,,,false,2025-08-06 10:34:00,Framing Start Meeting,,0,,543185907056595,workspace,1210986888839907,,,,112.0,2026-01-06 09:59:56
1210988197221590,,,inbox,false,,2025-08-06 10:02:48,,2025-08-13,false,2025-08-06 10:34:40,Gather Comps,,0,,543185907056595,workspace,1210986949931645,,,,112.0,2026-01-06 09:59:56
1210988197221584,,,inbox,false,,2025-08-06 10:02:48,,2025-08-06,false,2025-08-06 10:34:40,Select Marketing Names,,0,,543185907056595,workspace,1210986949931645,,,,112.0,2026-01-06 09:59:56
1210987271647594,,,upcoming,true,2025-08-06 10:34:11,2025-08-06 10:03:14,,,false,2025-08-06 10:34:11,Manage Schedule,,0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988312655787,,,upcoming,true,2025-08-06 10:34:11,2025-08-06 10:03:03,,,false,2025-08-06 10:34:11,Asana Training submission,"Name:
Aaron Mercier

Email address:
Amercier@stoagroup.com

———————————————
This task was submitted through Asana Training
https://form.asana.com/?k=QoZMpLRe1UdkmV7BmEkRDw&d=543185907056595",0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988312655792,,,upcoming,true,2025-08-06 10:34:11,2025-08-06 10:03:04,,,false,2025-08-06 10:34:11,Asana Training submission,"Name:
Alec Rovner

Email address:
arovner@stoagroup.com

———————————————
This task was submitted through Asana Training
https://form.asana.com/?k=QoZMpLRe1UdkmV7BmEkRDw&d=543185907056595",0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988312655797,,,upcoming,true,2025-08-06 10:34:11,2025-08-06 10:03:04,,,false,2025-08-06 10:34:11,Asana Training submission,"Name:
Ira Ross

Email address:
iross@stoagroup.com

———————————————
This task was submitted through Asana Training
https://form.asana.com/?k=QoZMpLRe1UdkmV7BmEkRDw&d=543185907056595",0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988312719750,,,upcoming,true,2025-08-06 10:34:11,2025-08-06 10:03:04,,,false,2025-08-06 10:34:11,Asana Training submission,"Name:
Ashley

Email address:
aodak@stoagroup.com

———————————————
This task was submitted through Asana Training
https://form.asana.com/?k=QoZMpLRe1UdkmV7BmEkRDw&d=543185907056595",0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988312719755,1208112895264779,user,inbox,true,2025-08-06 10:34:11,2025-08-06 10:03:04,,2025-08-06,false,2025-08-06 10:34:12,Practice,,0,,543185907056595,workspace,1210987271647590,,,,112.0,2026-01-06 09:59:56
1210988415431352,,,upcoming,false,,2025-08-06 10:04:14,,,false,2025-08-06 10:04:16,Create File ,,0,,543185907056595,workspace,1210988258472309,,,,112.0,2026-01-06 09:59:56
1210988415431342,,,upcoming,false,,2025-08-06 10:04:14,,2025-08-07,false,2025-08-06 10:04:15,Order Abstract,,0,,543185907056595,workspace,1210988258472309,,,,112.0,2026-01-06 09:59:56
1210988415431347,,,upcoming,false,,2025-08-06 10:04:14,,2025-08-07,false,2025-08-06 10:04:16,Review Abstract,,0,,543185907056595,workspace,1210988258472309,,,,112.0,2026-01-06 09:59:56
1211036252504745,,,upcoming,false,,2025-08-12 10:46:49,,,false,2025-10-09 13:48:19,Key Parties,"Lender:
    Wells Fargo
        Brady Hutka - brady.hutka@wellsfargo.com 
        Mary Kate Trout - mary.k.trout@wellsfargo.com  

Lender Counsel:
    Buchalter
        Landon Hardcastle - lhardcastle@buchalter.com 
        Keven Rowe - krowe@buchalter.com 

Borrower Counsel:
    Britain Sledge

Title Company:
    

Investors:
    Marble Capital 
        Robby Walls - rwalls@marblecapitallp.com 

Investor Counsel:
    Marble Capital
        Briggs Knight - bknight@marblecapitallp.com  

",0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036252504751,,,upcoming,false,,2025-08-12 10:46:50,,,false,2025-11-19 14:42:04,Term Sheets/Commitment Letters,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251434401,,,upcoming,false,,2025-08-12 10:46:33,,,false,2025-10-07 11:59:28,Bank Package,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962894689,,,upcoming,false,,2025-08-12 10:46:39,,,false,2025-12-26 15:21:18,Org Chart,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036247717357,1207957399163090,user,inbox,true,2025-09-22 15:23:30,2025-08-12 10:46:32,,2025-09-01,false,2025-09-22 15:23:30,Create Bank Package,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036247717363,1209371954135547,user,inbox,true,2025-09-16 15:09:04,2025-08-12 10:46:32,,2025-09-16,false,2025-09-16 15:09:05,Create Initial IMS Project,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036247717369,1207957399163090,user,inbox,true,2025-12-29 16:45:03,2025-08-12 10:46:33,,2026-01-02,false,2025-12-29 16:45:04,Upload Initial Due Diligence Docs,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962891589,1207957394937659,user,inbox,true,2025-10-07 11:59:10,2025-08-12 10:46:40,,2025-09-16,false,2025-10-07 11:59:11,Select Bank,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962891596,1207957394937659,user,inbox,true,2025-10-07 11:59:13,2025-08-12 10:46:40,,2025-09-16,false,2025-10-07 11:59:13,Select Investors,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035987338243,1207957394937659,user,inbox,true,2025-10-09 12:55:37,2025-08-12 10:46:44,,2025-09-16,false,2025-10-09 12:55:37,Finalize Deal Structure and Org Chart,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035961746744,1207708126459024,user,inbox,true,2025-12-09 17:41:59,2025-08-12 10:46:38,,2025-09-16,false,2025-12-09 17:42:00,Request Title Engagement Letter,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962894675,1207708126459024,user,inbox,true,2025-12-09 17:42:10,2025-08-12 10:46:38,,2025-10-16,false,2025-12-09 17:42:10,Receive Title Engagement Letter,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251422373,1207957394937659,user,inbox,true,2025-11-07 09:07:06,2025-08-12 10:46:33,,2025-10-28,false,2025-11-07 09:07:07,Schedule Kick-off Call,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035987338250,1207957399163090,user,inbox,true,2025-12-19 15:12:04,2025-08-12 10:46:45,,2025-12-10,false,2025-12-19 15:12:04,Upload Detailed Due Diligence Items,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962891582,1207957394937659,user,inbox,true,2025-11-07 09:07:05,2025-08-12 10:46:39,,2025-10-28,false,2025-11-07 09:07:06,Receive Bank Term Sheet,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035988881183,1207957394937659,user,inbox,true,2025-11-07 09:07:03,2025-08-12 10:46:45,,2025-10-28,false,2025-11-07 09:07:04,Approve Bank Term Sheet,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251743452,1207957394937659,user,inbox,true,2025-10-09 12:55:15,2025-08-12 10:46:49,,2025-10-16,false,2025-10-09 12:55:15,Receive Investor Term Sheet,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251743459,1207957394937659,user,inbox,true,2025-10-09 12:55:18,2025-08-12 10:46:49,,2025-10-21,false,2025-10-09 12:55:18,Approve Investor Term Sheet,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035987338236,1207957394937659,user,inbox,true,2025-11-07 09:07:08,2025-08-12 10:46:44,,2025-10-28,false,2025-11-07 09:07:09,Order Appraisal,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251422379,1207957394937659,user,inbox,false,,2025-08-12 10:46:34,,2026-01-02,false,2026-01-02 00:21:15,Receive Bank Approval,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035963036695,1207957394937659,user,inbox,true,2025-10-09 12:55:22,2025-08-12 10:46:40,,2025-11-15,false,2025-10-09 12:55:22,Receive Investor Approval,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035988881176,1207957394937659,user,inbox,true,2025-12-04 09:25:01,2025-08-12 10:46:45,,2025-12-03,false,2025-12-04 09:25:02,Receive Loan Docs,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962894695,1207957394937659,user,inbox,false,,2025-08-12 10:46:39,,2026-01-02,false,2026-01-02 00:21:15,Setup Deposit Account,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035963026961,1207708126459024,user,inbox,true,2025-12-19 15:11:44,2025-08-12 10:46:40,,2025-12-10,false,2025-12-19 15:11:45,Generate Draft Settlement Statement,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962894682,1207708126459024,user,inbox,false,,2025-08-12 10:46:39,,2026-01-05,false,2026-01-05 00:41:31,Approve Loan Docs,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251521589,1207957394937659,user,inbox,false,,2025-08-12 10:46:35,,2026-01-06,false,2026-01-06 00:29:42,Review Funding,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035962894702,1207957394937659,user,inbox,false,,2025-08-12 10:46:40,,2026-01-06,false,2026-01-06 00:29:42,Approve Settlement Statement,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035963036702,1207957394937659,user,inbox,false,,2025-08-12 10:46:41,2026-01-07 09:00:00,2026-01-07,false,2025-12-31 00:05:19,Close Construction Loan,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036249938226,1209371954135547,user,inbox,false,,2025-08-12 10:46:33,,2026-01-14,false,2025-12-22 16:17:16,Setup Project in IMS,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036252504757,1209371954135547,user,inbox,false,,2025-08-12 10:46:50,,2026-01-14,false,2025-12-22 16:17:16,Create Stabilized Model,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036249938232,1209371954135547,user,inbox,false,,2025-08-12 10:46:33,,2026-01-14,false,2025-12-22 16:17:16,Update Portfolio Dashboard,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036249938214,1207957399163090,user,inbox,false,,2025-08-12 10:46:32,,2026-02-13,false,2025-12-22 16:17:15,Bind Builders Risk Insurance,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036249938220,1207957399163090,user,inbox,false,,2025-08-12 10:46:32,,2026-02-13,false,2025-12-22 16:17:15,Upload Building Permits,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251434412,1208562500231177,user,inbox,false,,2025-08-12 10:46:34,,2026-01-07,false,2025-12-31 00:32:39,Send Developer Fee to Stoa Group,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251434418,1209371954135547,user,inbox,false,,2025-08-12 10:46:34,,2026-01-07,false,2025-12-22 16:17:15,Create Developer Fee Invoice,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251434424,1209371954135547,user,inbox,false,,2025-08-12 10:46:34,,2026-01-07,false,2025-12-22 16:17:15,Receive Closing Fee Invoice,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211036251434406,1208562500231177,user,inbox,false,,2025-08-12 10:46:33,,2026-01-07,false,2025-12-31 00:32:39,Send Closing Fee to Preferred Equity,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211035961746737,1207708126459024,user,inbox,false,,2025-08-12 10:46:37,,2026-01-08,false,2025-12-22 16:17:15,Save all Executed Closing Docs,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1212154370368455,1207957399163090,user,inbox,false,,2025-11-25 13:06:53,,2026-03-15,false,2025-12-22 16:17:14,Start Owners Books,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1212606067447479,1207957399163090,user,inbox,false,,2025-12-29 16:45:06,,2026-02-02,false,2025-12-29 16:45:41,Send Recorded Sewer Easement to Bank/Pref,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1212606067447484,1207957394937659,user,inbox,false,,2025-12-29 16:45:54,,2026-04-30,false,2025-12-29 16:46:09,Release Commercial Outparcels,,0,,543185907056595,workspace,1211025311566058,,,,112.0,2026-01-06 09:59:56
1211439872643505,1209371954135547,user,inbox,true,2025-11-21 11:38:07,2025-09-23 08:46:18,,2025-11-21,false,2025-11-21 11:38:09,Add Apartment Ratings to Reviews Section,"

",0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211068569273307,,,upcoming,true,2025-08-15 14:46:15,2025-08-15 14:45:17,,,false,2025-08-15 14:46:15,Add Birth Order to MMR,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211068569273314,,,upcoming,true,2025-09-23 08:46:11,2025-08-15 14:46:17,,,false,2025-09-23 08:46:11,Lease-up/occupancy over time. Leasing Dashboard,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211440160890844,1209371954135547,user,inbox,true,2025-09-24 09:21:47,2025-09-23 08:51:04,,2025-09-29,false,2025-10-28 14:56:44,Schedule Meeting with Jenny,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
1211440160890838,1209371954135547,user,inbox,true,2025-09-24 08:34:17,2025-09-23 08:49:56,,2025-09-29,false,2025-10-28 14:56:41,Remove Freeport from MMR Rents,,0,,543185907056595,workspace,1211068565160422,,,,112.0,2026-01-06 09:59:56
